root_id	group	message_depth	message_id	from	to	date	subject	message_body	nchar_fulltext	nchar_body	nchar_log	nchar_code	nchar_quot
<WKrXfz3Xg8/AYWvK@example.com>	gmane.org.freeculture.discuss	0	<WKrXfz3Xg8/AYWvK@example.com>	L/G3MghQPaymUj25@example.com	U8m5muwe2hCvOFXE@example.com	2009-04-06 21:57:19-04:00	Obama Administration Spits in Our Faces about ACTA	"If you're all quite done bickering, perhaps we can talk business?

ACTA is the most serious threat to our cause right now and we can't
keep ignoring it.

http://arstechnica.com/tech-policy/news/2009/04/obama-adminstration-pledges-transparency-on-acta.ars

We can't let the administration keep bullshitting us by saying they're
being 'transparent' when they're really just telling us what we
already knew and denying FOIA requests.

If we don't keep a very, very close eye on this, we could end up like
France and SoKo with their god-awful three-strikes laws. It's also
looking to become quite hostile towards peer-to-peer software
developers like myself who are taking steps to protect the privacy of
their peers.

What can we do about this?

 <gmane_tag_closing>"	747	763	0	0	0
<WKrXfz3Xg8/AYWvK@example.com>	gmane.org.freeculture.discuss	1	<KU9q9o2c5mdvL2Ek@example.com>	wppmviknujX1R7Pa@example.com	U8m5muwe2hCvOFXE@example.com	2009-04-07 11:14:22+02:00	Re: Obama Administration Spits in Our Faces about ACTA	"Here is a recent paper from the eu:
http://trade.ec.europa.eu/doclib/docs/2009/april/tradoc_142745.pdf >
The Anti-Counterfeiting Trade Agreement
 <gmane_tag_quotation> I guess there is no really new information in it, but could only skim
through it. The interesting sections are on Civil Enforcement, Border
Measures, Criminal Enforcement and Intellectual Property Rights
Enforcement in the Digital Environment.

 <gmane_tag_closing>"	449	433	0	0	43
<WKrXfz3Xg8/AYWvK@example.com>	gmane.org.freeculture.discuss	2	<Qx/bJEziE6a1FWVa@example.com>	gkhYO+TFJuqjNtJ+@example.com	U8m5muwe2hCvOFXE@example.com	2009-04-07 10:51:13-04:00	Re: Obama Administration Spits in Our Faces about ACTA	"KEI, Michael Geist, PK, EFF & CDT are doing serious work on ACTA (and making
some progress).

We should reach out to them and see how they need our help.

Rich, want to draft a quick email asking them how our community might help
them?

Who has the contact information for someone influential at those groups?
(I've got PK and KEI covered. And can get Michael Geist's, too).

 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_personal_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1305	562	0	0	717
<WKrXfz3Xg8/AYWvK@example.com>	gmane.org.freeculture.discuss	3	<lPWN5rQAfnbp3O6A@example.com>	L/G3MghQPaymUj25@example.com	U8m5muwe2hCvOFXE@example.com	2009-04-07 12:01:18-04:00	Re: Obama Administration Spits in Our Faces about ACTA	"You know, Kevin, I'm really glad FC has one of it's most motivated
members living in Washington. :)

Surely there are contacts at the other organizations reading this
list.. The (other) Richard from the EFF, are you out there?

Will begin letterdrafting now..

 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_quotation>"	1718	332	0	0	1452
<WKrXfz3Xg8/AYWvK@example.com>	gmane.org.freeculture.discuss	4	<WzmLH2ybrKB260sl@example.com>	L/G3MghQPaymUj25@example.com	U8m5muwe2hCvOFXE@example.com	2009-04-07 13:21:31-04:00	Re: Obama Administration Spits in Our Faces about ACTA	"v.1:
 <gmane_tag_salutation>     I'm writing to you as a member of Students for Free Culture
(http://www.freeculture.org). We're all very concerned about the
Anti-Counterfeiting Trade Agreement and the secrecy surrounding the
legislation. We want to organize against this act and against the
secrecy of the process by uniting with your organization and others
like it. We will be stronger if we are united, and we will have a
better shot at making some changes.

    So, what can we do fight this?

 <gmane_tag_closing> <gmane_tag_personal_signature> ..?

 <gmane_tag_quotation_marker> <gmane_tag_quotation>"	2419	607	0	0	1865
<WKrXfz3Xg8/AYWvK@example.com>	gmane.org.freeculture.discuss	5	<p9iIw4lwQrDS9iE8@example.com>	gkhYO+TFJuqjNtJ+@example.com	U8m5muwe2hCvOFXE@example.com	2009-04-08 17:20:28-04:00	Re: Obama Administration Spits in Our Faces about ACTA	"Okay. I have emails into Jamie Love of KEI and Michael Geist. I'll let you
all know when I hear back.
 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_personal_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	3130	288	0	0	2816
<WKrXfz3Xg8/AYWvK@example.com>	gmane.org.freeculture.discuss	1	<Bm/sZhMNKHXB6MvY@example.com>	0L6jKbDArvkMBqZG@example.com	U8m5muwe2hCvOFXE@example.com	2009-04-06 23:16:01-04:00	Re: Obama Administration Spits in Our Faces about ACTA	"<gmane_tag_quotation_marker> <gmane_tag_quotation> Organize.

Already there have been one meeting with the United States Trade
Representatives, as reported already on this mailing list, and
Free Culture took part:

http://www.keionline.org/blogs/2009/03/26/views-of-civil-society-on-ustr-review-of-trade-related-transparency-policies/

Thus the next action for Free Culture is to gather volunteers to
go to the upcoming meeting.  Statements must be prepared,
outreach must be done quickly, new allies made, and old allies
persuaded to join this action.

administrative suggestion: A separate mailing list should be set
up to help organize this specific action.  Every post to the new
short lived list must advance the action.  General discussions
must remain on the general discussion list.  A general discussion
list cannot also be an action list.

Free Culture is extraordinary in its number of members and in the
effectiveness of its members.  Though I am not a member of Free
 <gmane_tag_personal_signature> oo--JS."	1934	1019	0	0	853
<WKrXfz3Xg8/AYWvK@example.com>	gmane.org.freeculture.discuss	2	<Mkv43n8eAWnOBt2y@example.com>	L/G3MghQPaymUj25@example.com	U8m5muwe2hCvOFXE@example.com	2009-04-07 00:59:19-04:00	Re: Obama Administration Spits in Our Faces about ACTA	"Jay, are you a part of KEI?

 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_quotation>"	2290	100	0	0	2259
<WKrXfz3Xg8/AYWvK@example.com>	gmane.org.freeculture.discuss	3	<AkjOZwMQPiFZl3h+@example.com>	0L6jKbDArvkMBqZG@example.com	U8m5muwe2hCvOFXE@example.com	2009-04-07 01:04:11-04:00	Re: Obama Administration Spits in Our Faces about ACTA	"<gmane_tag_quotation_marker> <gmane_tag_quotation> No.  But few years a I worked a bit with Jamie Love and KEI.
They are solid, and I believe that Free Culture has already
worked with KEI on this issue.

oo--JS.


 <gmane_tag_quotation> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	2904	291	0	0	2588
<+h4BpUCAt/+BRnWE@example.com>	gmane.plants.sansevieria.collectors	0	<+h4BpUCAt/+BRnWE@example.com>	OPb9k9qTNPrUdcej@example.com	pDDKA0fOpWpYm9Mx@example.com	2007-10-17 16:37:14-04:00	Re: ebay ping for $3500	"What I'd really like to know is how they got TWO offsets in two  months! Wow!
 
 <gmane_tag_closing> <gmane_tag_quotation_marker> My eyes have been opened.  I wish 'Pepeo' would join this forum.   We need a 
few more clear thinkers here.  It is clear now that the  variegated pings (and 
Hallii's, and cylindricas) will not come down in price  as we might have 
hoped, assuming they would be tissue cultured and mass  produced for us hobbyists. 
 While this might come later, why should they  be tissue cultured NOW when, 
because of their RARITY, they command  $3500!  Makes perfect sense to me.  As 
the demand is satisfied over  the years, they may well be tissue cultured, but 
that is probably many years  down the road, especially as those who already 
have the variegated plants  continue to buy up those that newly come on the 
market to protect their  investments.   


Its all George Bush's fault!  He should have passed some antitrust  laws.  
Where is Nancy Pelosi when we really need her!  Peeps, when a  collector has 
everything, the thrill of it all is quite diminished.   Better some things remain 
rare and wished for - for it is the 'wishing and  wanting and searching for' 
that is the heartbeat of collecting.  
 <gmane_tag_log_data> <gmane_tag_quotation_marker> _http://forums.gardenweb.com/forums/load/sansevieria/msg0611330512381.html?31_
 
(http://forums.gardenweb.com/forums/load/sansevieria/msg0611330512381.html?31)  
 <gmane_tag_personal_signature> Page_ (https://auth.gardenweb.com/members/pepeo) ) on  
 <gmane_tag_quotation_marker> Hello....I am Thai and  probably the bidder who u called nuts. I think you 
are so wrong to be  looking down on us. Though we, the Thais, are not the very 
first to collect  sans but we do know what they are. Though we paid over priced 
and took the  risk of getting the plants without phyto....we still have the 
guts to earn  profit from it. If you do know who else has variegated sans for 
cheaper  prices....feel free to let me know...  
For  your information, the person who won the first pinguicula for 
$2,550....he  already got 2 pups from that plant when he just got that plant for only 2  
months! Oh yes!!! Many of the sans lovers here are chasing for them....for  
over $1,000 each. 
From my  little experience, I have seen many variegated sans being propagated 
from  leaf cuttings and still give variegated pups. The offsets from 
variegated  mother can turn both variegated or green. 
Why are  you being so pessimistic on us? Why do we need to use it for tissue 
culture  when people will pay more for a rare san? 
If you  have a chance.....please visit Thailand and bring me some variegated 
rare  sans to sell me in your reasonable price ..... :) I am not mad but just 
want  some respect since we are all sans lovers. 
 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_inline_headers> <gmane_tag_quotation_marker> <gmane_tag_quotation>  pinguicula variegated. He posted on the GardenWeb. I did not feel it  
appropriate to cut and paste someone elses post from another list. He said  that it 
was worth the money because he has seen variegared pups from the  parent plant 
and from leaf cuttings. And there are customers who will pay  $1000+ for 
these small plants. And he was cleaver to add that if anyone was  willing to sell 
variegated pings to him cheaper, he would glad to buy them!  
 <gmane_tag_quotation> <gmane_tag_closing> You think we're smart...we  ain't. How does one access his comments from 
GardenWeb-exact instructions,  PLEEEASE! 
 <gmane_tag_closing> <gmane_tag_section_heading>"	3985	3592	15	0	341
<+h4BpUCAt/+BRnWE@example.com>	gmane.plants.sansevieria.collectors	1	<9R9bQhNZGRvK8Qqg@example.com>	m9ycxCfNnuFHgsPR@example.com	VOfCp+O6A23f3TGD@example.com,pDDKA0fOpWpYm9Mx@example.com	2007-10-17 20:20:35-07:00	"Re: ebay ping for $3500...and a family member having
 2 pups in 2 months."	"<gmane_tag_quotation_marker> <gmane_tag_quotation> If you grew your sansevierias in Thailand you wouldn't wonder at 2 pups 
in 2 months. Imagine a perfect, warm, moist climate...plants in porous 
soil in the ground or pots. Morning sun only, even for the real drought 
tolerant types. Low doses frequently of chemical fertilizers. Sit back 
and watch em grow.

I am growing my new sans in a window that gets an hour of dappled sun 
through glass. Unfortunately there is a huge tree (a ""Fruitless 
Mulberry"") just outside my window. I watered well when potting up the 
bare root plants. I haven't watered again and it's been several weeks. 
My 'Jade Dwarf Marginated' is twice its original size and has three 
large pups in less than a month. My 'Jade Dwarf' is so
prolific I will have to divide it very soon! Even my hallii (which truly 
does look like a baseball bat) has a pup which has tripled in
size and I CONSIDER THE LIGHT COMPLETELY INADEQUATE AND WILL PROBABLY 
BUY A SHOPLIGHT TOMORROW
and pray that the Maintenance Staff here will rig up some way of hanging 
it and hope they have an extension cord...or else I'll buy one
next month. This month it's pebbles!

So if under this extremely difficult situation my sans are growing and 
pupping just imagine what a Thai habitat offers. It's surprising
that he hasn't had even more offsets in these two months. I don't know 
which part of this may be fantasy but I'm certainly not surprised
at his successful growing. In real estate and horticulture it's 
Location, Location, Location...and when in Thailand (or Sri Lanka) you
aren't in Kansas anymore.
 <gmane_tag_closing> PS-And I'm sure Juan is having almost as much success in Southern 
Florida...and word is that he creates variegates by some special magic. 
I'm surprised Thabit hasn't cornered some part of this Asian sansevieria 
lust. He's right there. It might take 24  hours to get
offsets delivered. He could be growing 'Skyline' by the gross and 
wouldn't care about a canceled landscaping contract.


 <gmane_tag_mua_signature>"	6804	2046	0	0	4126
<+h4BpUCAt/+BRnWE@example.com>	gmane.plants.sansevieria.collectors	2	<jo5uinA/0E6diH6q@example.com>	8+rOvoA6SS61s+wD@example.com	qpX5MR8gUqO3oKni@example.com	2007-10-17 23:30:28-05:00	"RE: ebay ping for $3500...and a family member having
 2 pups in 2 months."	"Once or twice I tried to suggest that a GardenWeb member should consider joining our sans group but my posts were stopped from being sent because the owner has issues with yahoogroups. i was amazed. There are a few words that set off an alarm on GardenWeb!
 <gmane_tag_closing> <gmane_tag_inline_headers> <gmane_tag_quotation_marker>"	6352	333	0	0	5860
<+h4BpUCAt/+BRnWE@example.com>	gmane.plants.sansevieria.collectors	2	<TRThkjDdmDBTayFA@example.com>	K7d1nYPtKnYjaQ9o@example.com	pDDKA0fOpWpYm9Mx@example.com	2007-10-18 03:21:18+00:00	Re: ebay ping for $3500...and a family member having2 pups in 2 months.	"Viagra is my best guess.

 <gmane_tag_closing> it is hard to type on a fruit

 <gmane_tag_quotation_marker> <gmane_tag_inline_headers> <gmane_tag_tabular> <gmane_tag_inline_headers> <gmane_tag_quotation_marker> <gmane_tag_quotation>  If you grew your sansevierias in Thailand you wouldn't wonder at 2 pups 
 in 2 months. Imagine a perfect, warm, moist climate...plants in porous 
 soil in the ground or pots. Morning sun only, even for the real drought 
 tolerant types. Low doses frequently of chemical fertilizers. Sit back 
 and watch em grow.
 
 I am growing my new sans in a window that gets an hour of dappled sun 
 through glass. Unfortunately there is a huge tree (a ""Fruitless 
 Mulberry"") just outside my window. I watered well when potting up the 
 bare root plants. I haven't watered again and it's been several weeks. 
 My 'Jade Dwarf Marginated' is twice its original size and has three 
 large pups in less than a month. My 'Jade Dwarf' is so
 prolific I will have to divide it very soon! Even my hallii (which truly 
 does look like a baseball bat) has a pup which has tripled in
 size and I CONSIDER THE LIGHT COMPLETELY INADEQUATE AND WILL PROBABLY 
 BUY A SHOPLIGHT TOMORROW
 and pray that the Maintenance Staff here will rig up some way of hanging 
 it and hope they have an extension cord...or else I'll buy one
 next month. This month it's pebbles!
 
 So if under this extremely difficult situation my sans are growing and 
 pupping just imagine what a Thai habitat offers. It's surprising
 that he hasn't had even more offsets in these two months. I don't know 
 which part of this may be fantasy but I'm certainly not surprised
 at his successful growing. In real estate and horticulture it's 
 Location, Location, Location...and when in Thailand (or Sri Lanka) you
 aren't in Kansas anymore.
 <gmane_tag_closing>  PS-And I'm sure Juan is having almost as much success in Southern 
 Florida...and word is that he creates variegates by some special magic. 
 I'm surprised Thabit hasn't cornered some part of this Asian sansevieria 
 lust. He's right there. It might take 24 hours to get
 offsets delivered. He could be growing 'Skyline' by the gross and 
 wouldn't care about a canceled landscaping contract.
   

 <gmane_tag_mua_signature>"	7533	2263	0	0	4506
<+h4BpUCAt/+BRnWE@example.com>	gmane.plants.sansevieria.collectors	1	<F/ttblBeSupcqTpx@example.com>	ZHD0G1ONUYyCsIUJ@example.com	pDDKA0fOpWpYm9Mx@example.com	2007-10-18 13:14:44-05:00	RE: ebay ping for $3500	"<gmane_tag_quotation_marker> <gmane_tag_inline_headers> What I'd really like to know is how they got TWO offsets in two months! Wow!

 <gmane_tag_closing> <gmane_tag_visual_separator> Maybe the offsets were ready to shoot up anyway?   I received some very nice
babies recently from Mike and 3 of the plants almost immediately sent up
little ones, one of them two little ones.    And I know it had absolutely
nothing to do with MY growing conditions.   When he mailed them, they were
in great condition and were likely already ready to go, y'know?

 <gmane_tag_closing>"	759	568	0	0	27
<+h4BpUCAt/+BRnWE@example.com>	gmane.plants.sansevieria.collectors	2	<RAFDvIgi1MLSWGdI@example.com>	yw3ICRSg6SMtzxtE@example.com	pDDKA0fOpWpYm9Mx@example.com	2007-10-18 14:26:52-04:00	speedy offsets	"Sometimes, plants like to be stimulated, too.  The untangling of  
roots, snipping of rhizomes, and a fresh mix with some water and a  
new lease on life does a plant some good and stimulates it!
Speaking of which, Trillium bulb growers swear that nicking the bulb  
tricks it into sending up a 2nd leaf.  Anybody hear of anything like  
this?  Could rhizomes be nicked to stimulate new growths, or would  
this result in....a nicked rhizome?
 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_quotation>"	1315	514	0	0	867
<+h4BpUCAt/+BRnWE@example.com>	gmane.plants.sansevieria.collectors	3	<yrzKi4x9HnC2nQ26@example.com>	ZHD0G1ONUYyCsIUJ@example.com	pDDKA0fOpWpYm9Mx@example.com	2007-10-18 14:28:19-05:00	RE: speedy offsets	"You mean that if I had hired massage therapists for them, I would've gotten
even MORE offsets?  Drats!  I should've thought of that!

 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_inline_headers>   Sometimes, plants like to be stimulated, too. The untangling of roots,
snipping of rhizomes, and a fresh mix with some water and a new lease on
life does a plant some good and stimulates it!
  Speaking of which, Trillium bulb growers swear that nicking the bulb
tricks it into sending up a 2nd leaf. Anybody hear of anything like this?
Could rhizomes be nicked to stimulate new growths, or would this result
in....a nicked rhizome?
 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_inline_headers>     What I'd really like to know is how they got TWO offsets in two months!
Wow!

 <gmane_tag_closing> <gmane_tag_patch>     Maybe the offsets were ready to shoot up anyway? I received some very
nice babies recently from Mike and 3 of the plants almost immediately sent
up little ones, one of them two little ones. And I know it had absolutely
nothing to do with MY growing conditions. When he mailed them, they were in
great condition and were likely already ready to go, y'know?
 <gmane_tag_closing>"	1681	1223	0	0	111
<+h4BpUCAt/+BRnWE@example.com>	gmane.plants.sansevieria.collectors	3	<bHJQ8uatRxrdhjSa@example.com>	RS1H16jNVs8/IoFZ@example.com	pDDKA0fOpWpYm9Mx@example.com	2007-10-18 19:56:20+00:00	Re: speedy offsets	"<gmane_tag_quotation_marker> <gmane_tag_quotation> I second this notion. Sometimes I have noticed this when I unpot a
plant just to see how it is doing. Repot and voila, offsets.


 <gmane_tag_quotation> That sounds like a good experiment Mike. I'll give it a whirl the next
time I unpot something.

 <gmane_tag_closing> <gmane_tag_mua_signature>"	1497	346	0	0	545
<+h4BpUCAt/+BRnWE@example.com>	gmane.plants.sansevieria.collectors	1	<NBtiFVz/09Jwj8UY@example.com>	loQZ0iuEqUe7xjYF@example.com	pDDKA0fOpWpYm9Mx@example.com	2007-10-17 20:43:29+00:00	Re: ebay ping for $3500	"And how big they are and hoiw many customers are lines up tp pay three and a half samoleons.

 <gmane_tag_closing> it is hard to type on a fruit  

 <gmane_tag_quotation_marker> <gmane_tag_inline_headers> What I'd really like to know is how they got TWO offsets in two months! Wow! 
  
 <gmane_tag_closing> <gmane_tag_quotation_marker> My eyes have been opened.  I wish 'Pepeo' would join this forum.  We need a few more clear thinkers here.  It is clear now that the variegated pings (and Hallii's, and cylindricas) will not come down in price as we might have hoped, assuming they would be tissue cultured and mass produced for us hobbyists.  While this might come later, why should they be tissue cultured NOW when, because of their RARITY, they command $3500!  Makes perfect sense to me.  As the demand is satisfied over the years, they may well be tissue cultured, but that is probably many years down the road, especially as those who already have the variegated plants continue to buy up those that newly come on the market to protect their investments.  

 
Its all George Bush's fault!  He should have passed some antitrust laws.  Where is Nancy Pelosi when we really need her!  Peeps, when a collector has everything, the thrill of it all is quite diminished.  Better some things remain rare and wished for - for it is the 'wishing and wanting and searching for' that is the heartbeat of collecting. 
General Sans 

 
 
 <gmane_tag_quotation_marker>  <http://forums.gardenweb.com/forums/load/sansevieria/msg0611330512381.html?31> http://forums.gardenweb.com/forums/load/sanse vieria/msg0611330512381.html?31 
 
 <gmane_tag_mua_signature> <gmane_tag_quotation_marker> Hello....I am Thai and probably the bidder who u called nuts. I think you are so wrong to be looking down on us. Though we, the Thais, are not the very first to collect sans but we do know what they are. Though we paid over priced and took the risk of getting the plants without phyto....we still have the guts to earn profit from it. If you do know who else has variegated sans for cheaper prices....feel free to let me know... 
For your information, the person who won the first pinguicula for $2,550....he already got 2 pups from that plant when he just got that plant for only 2 months! Oh yes!!! Many of the sans lovers here are chasing for them....for over $1,000 each. 
From my little experience, I have seen many variegated sans being propagated from leaf cuttings and still give variegated pups. The offsets from variegated mother can turn both variegated or green. 
Why are you being so pessimistic on us? Why do we need to use it for tissue culture when people will pay more for a rare san? 
If you have a chance.....please visit Thailand and bring me some variegated rare sans to sell me in your reasonable price ..... :) I am not mad but just want some respect since we are all sans lovers. 
 <gmane_tag_closing> <gmane_tag_quotation_marker> <gmane_tag_inline_headers> <gmane_tag_quotation_marker> <gmane_tag_quotation> You think we're smart...we ain't. How does one access his comments from 
GardenWeb-exact instructions, PLEEEASE! 
 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	5024	3203	0	0	815
<47BEF183.000001.04716@INTIMIDATOR>	gmane.plants.sansevieria.collectors	0	<47BEF183.000001.04716@INTIMIDATOR>	YPnA3hFXZ1oNEKyd@example.com	pDDKA0fOpWpYm9Mx@example.com	2008-02-22 11:00:03-05:00	Re: [Sansevierias] Check this out......	"I got mine from Tropiflora at their open house.....    it was $25.00....  
they said it would go for $500 in some Asian country (forget which now) and
I thot that was way out there......   but this is waaaaaaaaaaaaaaay out
there.....

take care,   Claire

 <gmane_tag_quotation_marker> <gmane_tag_inline_headers> Yeah, I know from the start of bidding. I want to bid, but......  . That's
from JC.
Claire, just send to me for only $100 (it's not a bussiness, only for a
friend , just kidding..)
 
 <gmane_tag_closing> <gmane_tag_quotation_marker> Good Morning all.....   I just got back from haunting eBay and came across
this:
 
http://cgi.ebay
com/SANSEVIERIA-EHRENBERGII_W0QQitemZ170194958262QQihZ007QQcategoryZ42211QQss
ageNameZWDVWQQrdZ1QQcmdZViewItem
 
I have one just like it ---  I'm Rich!!!!
 
can you believe it???
 
take care,   Claire







Looking for last minute shopping deals? Find them fast with Yahoo! Search."	1077	950	0	0	90
<47BEF183.000001.04716@INTIMIDATOR>	gmane.plants.sansevieria.collectors	1	<stF1Y+XMfHd/Lakb@example.com>	yw3ICRSg6SMtzxtE@example.com	pDDKA0fOpWpYm9Mx@example.com	2008-02-22 11:19:10-05:00	Re: [Sansevierias] Check this out......	"As it is written in the prophecy:  They who write a book becomes an  
expert, and commands great respect.  This translates into near cult  
status and high rewards for the expert -  and only the expert.
General Sans

 <gmane_tag_quotation_marker> <gmane_tag_quotation>"	920	268	0	0	704
<47BEF183.000001.04716@INTIMIDATOR>	gmane.plants.sansevieria.collectors	2	<SHp9edTUP6/igg78@example.com>	HcPrMqP2bf3cKbaw@example.com	pDDKA0fOpWpYm9Mx@example.com	2008-02-22 09:13:50-08:00	Re: [Sansevierias] Check this out......	"This next item more or less looks like trifasciata to me. The ""white  
variegation"" looks like the natural light crossbanding. Any other  
opinions?

Variegated White Sansevieria trifasciata 'Snowflake' - eBay (item  
 <gmane_tag_log_data> <gmane_tag_quotation_marker> <gmane_tag_quotation>"	1275	290	48	0	1010
<47BEF183.000001.04716@INTIMIDATOR>	gmane.plants.sansevieria.collectors	3	<hTwFpZp01lwUnuTm@example.com>	loQZ0iuEqUe7xjYF@example.com	pDDKA0fOpWpYm9Mx@example.com	2008-02-22 22:11:30+00:00	Re: [Sansevierias] Check this out......	"Not from me!
         
 <gmane_tag_closing> typed with some difficulty on my BLACKBERRY
 <gmane_tag_personal_signature> <gmane_tag_quotation_marker> <gmane_tag_inline_headers> This next item more or less looks like trifasciata to me. The ""white variegation"" looks like the natural light crossbanding. Any other opinions?


Variegated White Sansevieria trifasciata 'Snowflake' - eBay (item 200202079083 end time Feb-28-08 16:05:12 PST) <http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&amp;item=200202079083&amp;ssPageName=ADME:B:SS:US:1123%23ebayphotohosting> 






 <gmane_tag_quotation_marker>  As it is written in the prophecy:  They who write a book becomes an expert, and commands great respect.  This translates into near cult status and high rewards for the expert -  and only the expert.
General Sans



 <gmane_tag_quotation_marker> I got mine from Tropiflora at their open house.....    it was $25.00....& nbsp;  they said it would go for $500 in some Asian country (forget which now) and I thot that was way out there......   but this is waaaaaaaaaaaaaaay out there.....
 
take care,   Claire
 

 <gmane_tag_quotation_marker> <gmane_tag_inline_headers> <gmane_tag_personal_signature> <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	2609	1270	0	0	176
<47BEF183.000001.04716@INTIMIDATOR>	gmane.plants.sansevieria.collectors	2	<JDl6tckfJf1kcTSG@example.com>	PjBaZj8pPWt3FCeG@example.com	qpX5MR8gUqO3oKni@example.com	2008-02-22 17:13:49+00:00	RE: [Sansevierias] Check this out......	"And they found somebody willing to pay?     Eva
 
(oooooooo very windy this evening..ooooooooooooooooooooooooooo)


 <gmane_tag_inline_headers> As it is written in the prophecy:  They who write a book becomes an expert, and commands great respect.  This translates into near cult status and high rewards for the expert -  and only the expert. 
General Sans


 <gmane_tag_quotation_marker> I got mine from Tropiflora at their open house.....    it was $25.00....   they said it would go for $500 in some Asian country (forget which now) and I thot that was way out there......   but this is waaaaaaaaaaaaaaay out there.....
 
take care,   Claire
 

 <gmane_tag_quotation_marker> <gmane_tag_inline_headers> Yeah, I know from the start of bidding. I want to bid, but......  . That's from JC.
Claire, just send to me for only $100 (it's not a bussiness, only for a friend , just kidding..)
 
 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	1323	963	0	0	96
<47BEF183.000001.04716@INTIMIDATOR>	gmane.plants.sansevieria.collectors	3	<T/9KgdU1zL3KU5rk@example.com>	loQZ0iuEqUe7xjYF@example.com	pDDKA0fOpWpYm9Mx@example.com	2008-02-22 22:10:45+00:00	Re: [Sansevierias] Check this out......	"Did the auction close yet?

 <gmane_tag_closing> typed with some difficulty on my BLACKBERRY
(I'm all thumbs)

 <gmane_tag_quotation_marker> <gmane_tag_inline_headers> And they found somebody willing to pay?      <http://gfx2.hotmail.com/mail/w2/ltr/../emoticons/lightbulb.gif> 

 <gmane_tag_closing>  (oooooooo very windy this evening..ooooooooooooooooooooooooooo)
 
 <gmane_tag_visual_separator> <gmane_tag_inline_headers>  As it is written in the prophecy:  They who write a book becomes an expert, and commands great respect.  This translates into near cult status and high rewards for the expert -  and only the expert. 
General Sans 

 
 
 <gmane_tag_quotation_marker> I got mine from Tropiflora at their open house.....    it was $25.00....   they said it would go for $500 in some Asian country (forget which now) and I thot that was way out there......   but this is waaaaaaaaaaaaaaay out there..... 
  
take care,   Claire 
  
 
 <gmane_tag_quotation_marker> <gmane_tag_inline_headers> Yeah, I know from the start of bidding. I want to bid, but......  <http://us.i1.yimg.com/us.yimg.com/i/mesg/tsmileys2/04.gif>  . That's from JC. 
Claire, just send to me for only $100 (it's not a bussiness, only for a friend  <http://us.i1.yimg.com/us.yimg.com/i/mesg/tsmileys2/18.gif> , just kidding..) 
  
 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	2595	1384	0	0	131
<47BEF183.000001.04716@INTIMIDATOR>	gmane.plants.sansevieria.collectors	2	<52wCNs5tpg2N1e4o@example.com>	JCtf/tzasne4BQOF@example.com	pDDKA0fOpWpYm9Mx@example.com	2008-02-22 09:22:29-08:00	Re: [Sansevierias] Check this out......	"<gmane_tag_quotation_marker> <gmane_tag_quotation> So i AM an expert, then.

I will just sit back and wait for the shekels to pour in.

and the RESPECT.

 <gmane_tag_closing>"	363	174	0	0	253
<20040406160625.GD17476@localhost>	gmane.comp.video.transcode.user	0	<20040406160625.GD17476@localhost>	FRUltbEW3ZsZ5/sj@example.com		2004-04-06 12:06:25-04:00	Transcoding from v4l2 device to VCD	"<gmane_tag_salutation> I""m trying to get use my ASUS TV FM capture card to grab video and
output it any format.  The problem is that I can't seem to find any way
to capture the video that doesn't eventually run out of input buffers.
Can someone suggest a way to improve the performance such that I'll be
able to do this.  My last try was this:

 <gmane_tag_log_data> But I still run out of buffers after about 20 secods.  Any suggestions?
The machine is a P4-3.0GHz w/ Hyper Threading and 1GB of RAM.

 <gmane_tag_closing> <gmane_tag_visual_separator> <gmane_tag_personal_signature> <gmane_tag_visual_separator> <gmane_tag_mua_signature>"	2454	637	1745	0	0
